DEPARTAMENTO;MUNICIPIO;LATITUD;LONGITUD;COD_CENTRO;CENTRO DE VACUNACIÓN;DIRECCIÓN;ENLACE WAZE;ENLACE GOOGLE MAPS;MODALIDAD;REQUISITOS;ENLACE REGISTRO;TIPO DE VACUNA Y DOSIS - GRUPO POBLACIONAL Y ACCESO;DÍAS DE ATENCIÓN;HORARIO;AFL_16102021;CV_16102021:;EP_16102021:;VR_16102021:;DA_16102021:;AFL_17102021;CV_17102021:;EP_17102021:;VR_17102021:;DA_17102021:;AFL_18102021;CV_18102021:;EP_18102021:;VR_18102021:;DA_18102021:;TDA
Izabal;Puerto Barrios;14.6409294;-90.52888266;97;Polideportivo Del Parque Reina Barrios I ;8 Calle Y 8 Avenida, Puerto Barrios;0;https://www.google.es/maps/place/MOVESA+PUERTO+BARRIOS/@14.6410133,-90.5291539,19z/data=!4m5!3m4!1s0x8589a10e4219645b:0xde51c78e8d22659c!8m2!3d14.6408749!4d-90.5288773?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;6.579090909;1100;673;1084;16;5.066363636;1100;558;1087;13;3.379722222;3600;2575;3576;24;9934
Izabal;Los Amates;15.25775298;-89.09114752;98;Consultorio IGSS Los Amates;Consultorio IGSS Los Amates, Izabal, Guatemala;https://waze.com/ul?q=Consultorio%20IGSS%20Los%20Amates%20Izabal%20GT&navigate=yes;https://www.google.com/maps/dir//Consultorio+IGSS+Los+Amates+7W45%2BWHJ+Izabal/@15.2573286,-89.0911046,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8f614283c5b580bb:0x1478422340385706;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;6.579090909;1100;594;1084;16;4.286923077;1300;776;1283;17;4.055666667;3000;1907;2976;24;9934
Izabal;Puerto Barrios;15.71745171;-88.59324037;99;Hospital Departamental IGSS Puerto Barrios;Hospital Igss Puerto Barrios, Izabal, Guatemala;https://waze.com/ul?q=Hospital%20Igss%20Puerto%20Barrios%20Izabal%20GT&navigate=yes;https://www.google.com/maps/dir//Hospital+Igss+Puerto+Barrios+PC84%2BRPW+Puerto+Barrios/@15.7171109,-88.593176,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8f66d9085c65ff71:0x218fd2378565f2f1;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\36.svg;Lunes - Sabado;8:00 - 13:00;3.808947368;1900;1494;1884;16;5.066363636;1100;677;1075;25;4.679615385;2600;1685;2581;19;9934
Jalapa;Jalapa;14.65914462;-90.1251923;100;Antiguo Salon Proyecto Izotes / D;Barrio El Centro Aldea Los Izotes;0;https://www.google.es/maps/place/El+Centro+PuntoNet+Los+Izotes/@14.6408762,-90.5294245,19z/data=!4m5!3m4!1s0x8589e72a051316ef:0xf2f2d6c4a2349410!8m2!3d14.658854!4d-90.1251923?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Miercoles ;8:00 -14:00;2.601578947;1900;1316;1877;23;3.115294118;1700;1167;1685;15;1.897045455;4400;3321;4384;16;9934
Jalapa;Mataquescuintla;14.54286606;-90.2057491;101;Campo De Basquetbol / D;Canton Elena;0;https://www.google.es/maps/place/Comercial+Tobar/@14.5679836,-90.2103548,12z/data=!4m9!1m2!2m1!1sCANTON+ELENA+jalapa!3m5!1s0x8f627535671faf5b:0x8d6d4901741de44c!8m2!3d14.6330209!4d-89.9868568!15sChNDQU5UT04gRUxFTkEgamFsYXBhWhUiE2NhbnRvbiBlbGVuYSBqYWxhcGGSAQ9mdXJuaXR1cmVfc3RvcmU?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -15:00;2.601578947;1900;1339;1885;15;3.530666667;1500;1056;1474;26;2.6084375;3200;2126;3180;20;9934
Jalapa;Monjas;14.62807734;-90.0029276;102;Salon Municipal Barrio El Porvenir ;Barrio El Porvenir Dos Cuadras Arriba Del Parque Central, Sector Campeche;0;https://www.google.es/maps/place/Parque+El+Porvenir/@14.5300806,-90.1944732,14z/data=!4m5!3m4!1s0x8589df89e9b04f17:0x22da317bfb156239!8m2!3d14.6278282!4d-90.0029276?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;4.493636364;1100;555;1082;18;3.115294118;1700;1139;1673;27;3.477916667;2400;1467;2369;31;9934
Jalapa;San Carlos Alzatate;14.44332755;-90.05102902;103;Puesto De Salud Pino Zapoton;Aldea Pino Zapoton, San Carlos Alzatate, Jalapa;0;https://www.google.es/maps/place/Escuela+Pino+Zapot%C3%B3n/@14.445564,-90.0549645,17z/data=!3m1!4b1!4m5!3m4!1s0x8589d7570143e7eb:0x13850c04fb9b647d!8m2!3d14.4455588!4d-90.0527758?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;9:00 -13:00;3.802307692;1300;816;1279;21;3.530666667;1500;1000;1483;17;5.216875;1600;643;1577;23;9934
Jalapa;San Pedro Pinula;14.66253946;-89.85121117;104;Centro De Salud San Pedro Pinula 1R;Barrio San Jose;0;https://www.google.es/maps/place/centro+de+salud.ceiba+pinula+jalapa/@14.7762846,-89.8246556,17z/data=!3m1!4b1!4m5!3m4!1s0x8f6211d8337d4b29:0x2d374fbcc366af2b!8m2!3d14.7762794!4d-89.8224669?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;3.295333333;1500;917;1479;21;3.530666667;1500;934;1479;21;4.637222222;1800;790;1776;24;9934
Jutiapa;Agua Blanca;14.50539252;-89.65606283;105;Polideportivo Agua Blanca -R;Barrio Tecuán, Agua Blanca;0;https://www.google.es/maps/place/Centro+M%C3%A9dico+Agua+Blanca/@14.5050974,-89.6582709,17z/data=!4m9!1m2!2m1!1sBARRIO+TECU%C3%81N,+AGUA+BLANCA!3m5!1s0x8f62438b663a182d:0xf4cf710f2a28b75e!8m2!3d14.5050974!4d-89.6560822!15sChtCQVJSSU8gVEVDVcOBTiwgQUdVQSBCTEFOQ0GSARBwcml2YXRlX2hvc3BpdGFs?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:30 -14:30;3.68;1300;886;1282;18;3.943076923;1300;734;1281;19;4.534117647;3400;2487;3377;23;9934
Jutiapa;Asunción Mita;14.2963548;-89.71901887;106;Casa Del Maestro, Asuncion Mita -R;Residenciales California, Asunción Mita, Jutiapa;0;https://www.google.es/maps/place/Casa/@14.3331291,-89.7202602,17z/data=!3m1!4b1!4m5!3m4!1s0x8f62616ce770eabf:0x8f68b4633fd3e3b6!8m2!3d14.3331239!4d-89.7180715?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;4.349090909;1100;579;1081;19;3.417333333;1500;1055;1479;21;3.503636364;4400;3374;4378;22;9934
Jutiapa;Atescatempa;14.17413762;-89.74392316;107;Salon Municipal De Atescatempa -R;Calle Principal Barrio El Centro Atescatempa, Jutiapa;0;https://www.google.es/maps/place/Hotel+Que+Lindo+Atescatempa/@14.1740622,-89.7450306,18z/data=!4m9!1m2!2m1!1sCALLE+PRINCIPAL+BARRIO+EL+CENTRO+ATESCATEMPA,+JUTIAPA!3m5!1s0x8f628daabf543591:0x1c91d3bb53f1cd4c!8m2!3d14.1740622!4d-89.7439363!15sCjVDQUxMRSBQUklOQ0lQQUwgQkFSUklPIEVMIENFTlRSTyBBVEVTQ0FURU1QQSwgSlVUSUFQQZIBBWhvdGVs?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;4.349090909;1100;592;1079;21;4.66;1100;663;1081;19;4.534117647;3400;2405;3375;25;9934
Jutiapa;El Progreso;14.36064725;-89.84469628;108;Escuela Municipal El Roble El Progreso Jutiapa;Barrio El Roble, El Progreso, Jutiapa;0;https://www.google.es/maps/place/Escuela+el+roble/@14.1740622,-89.7449692,18z/data=!4m5!3m4!1s0x8f6263cf64aaef33:0x2373d74c7a7332d5!8m2!3d14.3604225!4d-89.8446397?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;3.68;1300;828;1288;12;3.943076923;1300;763;1284;16;8.564444444;1800;839;1779;21;9934
Jutiapa;Jutiapa;14.28327558;-89.87720851;109;Centro De Convergencia Cieneguilla Cantn Valencia Jutiapa;Aldea Cieneguilla, Cantón Valencia, Jutiapa;0;https://www.google.es/maps/place/El+Durazno+cant%C3%B3n+valencia+Jutiapa/@14.3604101,-90.124827,10z/data=!4m9!1m2!2m1!1sALDEA+CIENEGUILLA,+CANT%C3%93N+VALENCIA,+JUTIAPA!3m5!1s0x8f6287a5372404ed:0x6c49f4a42a739800!8m2!3d14.2744586!4d-89.8785818!15sCixBTERFQSBDSUVORUdVSUxMQSwgQ0FOVMOTTiBWQUxFTkNJQSwgSlVUSUFQQZIBBnNjaG9vbA?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;9:00 -13:00;2.814117647;1700;1201;1676;24;3.417333333;1500;1085;1479;21;3.67047619;4200;3121;4176;24;9934
Jutiapa;Jutiapa;14.28224658;-89.8805475;110;Consultorio de Jutiapa;Complejo Deportivo Jutiapa, Guatemala;https://waze.com/ul?q=Complejo%20Deportivo%20Jutiapa%20GT&navigate=yes;https://www.google.com/maps/dir//Complejo+Deportivo+Jutiapa+74J9%2BPQ8+Jutiapa/@14.2817787,-89.8805475,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8f6287865d9325f5:0x3c7b00bcc6a5a3d4;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;4.349090909;1100;698;1084;16;3.943076923;1300;826;1285;15;3.67047619;4200;3190;4182;18;9934
Petén;Dolores;16.50826894;-89.41514977;111;Salon Municipal, Dolores Peten;Barrio El Centro, Dolores Peten;0;https://www.google.es/maps/place/Municipalidad+de+Dolores,+Pet%C3%A9n/@16.5143899,-89.4210506,17z/data=!4m9!1m2!2m1!1sSalon+Municipal,+Dolores+Peten!3m5!1s0x8f607fa4a2cf4c91:0x9f0d7bcc759b3670!8m2!3d16.5137753!4d-89.418748!15sCh5TYWxvbiBNdW5pY2lwYWwsIERvbG9yZXMgUGV0ZW5aHyIdc2Fsb24gbXVuaWNpcGFsIGRvbG9yZXMgcGV0ZW6SAQdjb3VuY2lsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI1TVhSWGVGRlJFQUU?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -17:00;2.445789474;1900;1322;1884;16;2.865789474;1900;1379;1887;13;2.851470588;3400;2461;3380;20;9934
Petén;El Chal;16.64142736;-89.65139629;112;Centro De Salud El Chal Peten;Barrio El Milagro, El Chal Peten;0;https://www.google.es/maps/place/El+Chal/@16.6364488,-89.6564754,17z/data=!3m1!4b1!4m5!3m4!1s0x8f5fdc2f6bd80307:0xf4a941b1c1954443!8m2!3d16.6364437!4d-89.6542867?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -17:00;4.224545455;1100;645;1077;23;4.95;1100;550;1078;22;2.551315789;3800;2705;3779;21;9934
Petén;Flores;16.92914199;-89.89641756;113;Centro Comercial Mayamall;Santa Elena De La Cruz, Flores, Petén;0;https://www.google.es/maps/place/Maya+Mall/@16.9233354,-89.8926206,17z/data=!3m1!4b1!4m5!3m4!1s0x8f5f8d4c34a28e23:0x21c894bcafcb9aa3!8m2!3d16.9233303!4d-89.8904319?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Miercoles ;8:00 -15:00;4.224545455;1100;671;1085;15;3.202941176;1700;1199;1672;28;5.386111111;1800;885;1785;15;9934
Petén;La Libertad;16.78913391;-90.11681558;114;Salon Municipal, La Libertad, Peten;Bario El Centro, La Libertad Peten;0;https://www.google.es/maps/place/La+Libertad/@16.9132117,-89.9994144,12z/data=!4m5!3m4!1s0x85f55b0883764ded:0x971d4f2234cf8855!8m2!3d16.7883087!4d-90.1167463?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;4.224545455;1100;616;1086;14;3.202941176;1700;1202;1678;22;2.308333333;4200;3103;4176;24;9934
Petén;Las Cruces;16.65996256;-90.29564473;115;C/S Las Cruces, Peten;Zona 2 Las Cruces, Peten;0;https://www.google.es/maps/place/Las+Cruces/@16.6615395,-90.3002358,15z/data=!3m1!4b1!4m5!3m4!1s0x85f5361fd17363d1:0xff282852459b4fe7!8m2!3d16.6583968!4d-90.2948797?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -16:00;2.445789474;1900;1393;1886;14;3.202941176;1700;1115;1676;24;6.059375;1600;541;1576;24;9934
Quetzaltenango;Almolonga;14.8151713;-91.49424798;116;Centro De Salud Almolonga;Calle Real 3-83 Zona 3, Almolonga;0;https://www.google.es/maps/place/Almolonga/@14.6661156,-91.3166109,10z/data=!4m9!1m2!2m1!1sQuetzaltenango+CALLE+REAL+3-83+ZONA+3,+ALMOLONGA!3m5!1s0x858ebd1a144c9d0d:0x2f2a10ab2abc2a14!8m2!3d14.8143789!4d-91.4942426!15sCjBRdWV0emFsdGVuYW5nbyBDQUxMRSBSRUFMIDMtODMgWk9OQSAzLCBBTE1PTE9OR0GSAQhsb2NhbGl0eQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;3.939411765;1700;1212;1676;24;3.487058824;1700;1226;1687;13;6.2015;2000;971;1974;26;9934
Quetzaltenango;Coatepeque;14.86800115;-91.56566509;117;Centro Comercial Internacional;Zona 2 Barrio El Jardin;0;https://www.google.es/maps/place/Barrio+el+Jardin/@14.7051312,-91.87174,17z/data=!3m1!4b1!4m5!3m4!1s0x858e61980eaf9d07:0xa335d39b0759729a!8m2!3d14.705126!4d-91.8695513?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -12:00;4.464666667;1500;1060;1483;17;4.56;1300;700;1282;18;3.263947368;3800;2714;3779;21;9934
Quetzaltenango;Génova;14.61965651;-91.8401166;118;Salon Municipal Genova;Barrio 30 De Junio;0;https://www.google.es/maps/place/Cancha+Deportiva+Barrio+30+de+Junio/@14.5123348,-91.8802885,13z/data=!4m9!1m2!2m1!1squetzaltenango+BARRIO+30+DE+JUNIO+!3m5!1s0x858e5fe2e960f6a1:0x39da15651df879e2!8m2!3d14.6193866!4d-91.8401166!15sCiFxdWV0emFsdGVuYW5nbyBCQVJSSU8gMzAgREUgSlVOSU-SARBiYXNrZXRiYWxsX2NvdXJ0?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;3.524736842;1900;1468;1882;18;5.389090909;1100;512;1080;20;5.637727273;2200;1104;2181;19;9934
Quetzaltenango;La Esperanza;14.86812627;-91.56566633;119;Campus Universidad Mariano Galves Distrito La Esperanza;"1Ra. Calle Y 9 Avenida Los Alisos Y Sauces
Zona 1, La Esperanza, Quetzaltenango.";0;https://www.google.es/maps/place/2+avenida+zona+1+la+esperanza+quetzaltenango,+Quezaltenango/@14.8679552,-91.5678443,17z/data=!3m1!4b1!4m8!1m2!2m1!1s%221RA.+CALLE+Y+9+AVENIDA+LOS+ALISOS+Y+SAUCES+ZONA+1,+LA+ESPERANZA,+QUETZALTENANGO.%22!3m4!1s0x858e99b6c0ebc1d9:0x8501a0752b90d526!8m2!3d14.86795!4d-91.5656556?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -12:00;4.464666667;1500;1082;1483;17;3.487058824;1700;1297;1687;13;3.445277778;3600;2519;3589;11;9934
Quetzaltenango;Quetzaltenango;14.83773532;-91.51222256;120;Universidad Mariano Galvez De Quetzaltenango Zona 2;6A. Avenida 2.26 Avenida Jesús Castillo Zona 2, Quetzaltenango;0;https://www.google.es/maps/place/Av.+Jes%C3%BAs+Castillo,+Quezaltenango/@14.8374294,-91.5143898,17z/data=!3m1!4b1!4m9!1m2!2m1!1s6A.+AVENIDA+2.26+AVENIDA+JES%C3%9AS+CASTILLO+ZONA+2,+QUETZALTENANGO!3m5!1s0x858ebd52896377b5:0x1c134643c4908658!8m2!3d14.8374242!4d-91.5122011!15sCj82QS4gQVZFTklEQSAyLjI2IEFWRU5JREEgSkVTw5pTIENBU1RJTExPIFpPTkEgMiwgUVVFVFpBTFRFTkFOR0-SAQVyb3V0ZQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -12:00;3.939411765;1700;1137;1679;21;4.56;1300;814;1279;21;3.263947368;3800;2734;3778;22;9934
Quetzaltenango;Quetzaltenango;14.83788658;-91.50285344;121;Hospital General de Quetzaltenango;IGSS Hospital General de Quetzaltenango, Guatemala;https://waze.com/ul?q=IGSS%20Hospital%20General%20de%20Quetzaltenango%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS+Hospital+General+de+Quetzaltenango+RFPW%2BXV2+Quezaltenango/@14.8373784,-91.5028749,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858ebd4a5c4e7ee9:0x3507c9853dd9b9d7;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\34.svg;Lunes - Sabado;8:00 - 13:00;5.151538462;1300;738;1280;20;3.12;1900;1379;1882;18;3.647941176;3400;2361;3385;15;9934
Quiché;Canillá;15.19652333;-90.85165647;122;Cap Canilla;Cap Canillá;0;https://www.google.es/maps/place/Centro+De+Atencion+Permanente+CAP+Chicaman/@15.0566611,-91.0809961,10z/data=!4m9!1m2!2m1!1sCAP+CANILL%C3%81+quiche!3m5!1s0x858bc6e87239d079:0x889be1b82720416c!8m2!3d15.3461422!4d-90.808931!15sChNDQVAgQ0FOSUxMw4EgcXVpY2hlkgEXY29tbXVuaXR5X2hlYWx0aF9jZW50ZXI?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;4.44;1100;558;1084;16;4.402727273;1100;606;1070;30;4.183076923;2600;1531;2582;18;9934
Quiché;Chajul;15.48395613;-91.03711364;123;Cap Chajul;Canton Chajul;0;https://www.google.es/maps/place/Chajul/@15.0566611,-91.0809961,10z/data=!4m5!3m4!1s0x858b923caaeabba7:0x47d8ed1d1a8c9172!8m2!3d15.483483!4d-91.0370704?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;2.872941176;1700;1293;1680;20;2.548947368;1900;1344;1883;17;3.39875;3200;2134;3181;19;9934
Quiché;Chiche;15.02245275;-91.06677409;124;Cap Chiche;Cap Chiché;0;https://www.google.es/maps/place/Municipalidad+De+Chich%C3%A9/@14.8641676,-91.3924115,9z/data=!4m9!1m2!2m1!1sCAP+CHICH%C3%89!3m5!1s0x8589572eef8c5ae5:0x961489ef936fca45!8m2!3d15.00987!4d-91.067661!15sCgtDQVAgQ0hJQ0jDiZIBB2NvdW5jaWw?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;2.570526316;1900;1325;1883;17;3.228666667;1500;1090;1484;16;2.471818182;4400;3310;4383;17;9934
Quiché;Ixcán;15.98806215;-90.76758401;125;Antiguas Instalaciones Del Centro De Salud Playa Grande / A Demanda;Zona 3, Barrio Playa Grande Ixcán.;0;https://www.google.es/maps/place/Ixc%C3%A1n/@15.3143956,-91.2168649,9z/data=!4m9!1m2!2m1!1sQUICHE+ZONA+3+ZONA+3,+BARRIO+PLAYA+GRANDE+IXC%C3%81N.!3m5!1s0x858b101512cd16d7:0x1510ac89407c1d71!8m2!3d15.9862537!4d-90.7675424!15sCjFRVUlDSEUgWk9OQSAzIFpPTkEgMywgQkFSUklPIFBMQVlBIEdSQU5ERSBJWEPDgU4ukgEIbG9jYWxpdHk?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;3.756923077;1300;732;1294;6;4.402727273;1100;612;1076;24;2.58952381;4200;3197;4182;18;9934
Quiché;San Andrés Sajcabajá;15.18951987;-90.94605015;126;Cap San Andres Sajcabaja;Cap San Andrés Sajcabajá;0;https://www.google.es/maps/place/municipalidad+de+San+Andres+Sajcabaja/@15.1758641,-91.5033835,9z/data=!4m9!1m2!2m1!1sCAP+SAN+ANDR%C3%89S+SAJCABAJ%C3%81+QUICHE!3m5!1s0x858be7ab5b2fac93:0xc9b319823e1531a4!8m2!3d15.1758641!4d-90.9430808!15sCiFDQVAgU0FOIEFORFLDiVMgU0FKQ0FCQUrDgSBRVUlDSEWSAQdjb3VuY2ls?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;3.256;1500;976;1486;14;2.848823529;1700;1191;1680;20;6.042222222;1800;704;1788;12;9934
Retalhuleu;Champerico;14.29747556;-91.91310486;127;Puesto De Salud Comunitario Champerico;Comunidades Postergadas De Champerico;0;https://www.google.es/maps/place/Municipalidad+De+Champerico/@14.3063312,-91.987616,11z/data=!4m9!1m2!2m1!1sCOMUNIDADES+POSTERGADAS+DE+CHAMPERICO!3m5!1s0x858e5359a773d29f:0x52eb97ed6fc4dae0!8m2!3d14.2929356!4d-91.913158!15sCiVDT01VTklEQURFUyBQT1NURVJHQURBUyBERSBDSEFNUEVSSUNPkgEKZ292ZXJubWVudA?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -16:00;3.652307692;1300;746;1283;17;4.623846154;1300;869;1280;20;4.833;2000;1053;1980;20;9934
Retalhuleu;El Asintal;14.59890834;-91.72837258;128;Cancha Polideportiva El Asintal;Frente A La Municipalidad El Asintal;0;https://www.google.es/maps/place/El+Asintal/@14.3063748,-91.8825491,13z/data=!4m5!3m4!1s0x858ef3a1f5747ea1:0xca10fa884bff8779!8m2!3d14.5985018!4d-91.7283341?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;4.316363636;1100;616;1088;12;3.535882353;1700;1145;1674;26;6.04125;1600;611;1579;21;9934
Retalhuleu;Retalhuleu;14.44760746;-91.79140386;129;Centro Comercial La Trinidad;5A Avenida A;0;https://www.google.es/maps/place/5a.+Avenida+A/@14.4438055,-91.7923031,17z/data=!3m1!4b1!4m5!3m4!1s0x858ef9bb7d255fdf:0x8939cc768fd6367b!8m2!3d14.4438003!4d-91.7901144?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;4.316363636;1100;624;1076;24;4.007333333;1500;1063;1481;19;3.452142857;2800;1858;2778;22;9934
Retalhuleu;San Felipe;14.29823586;-91.90874578;130;Base Aerea Con Clinica Y Espacio Amplio;Km. 189 Carretera Que Conduce A Puerto Champerico, Retalhuleu;0;https://www.google.es/maps/place/Champerico/@14.2993379,-91.9159985,15z/data=!3m1!4b1!4m8!1m2!2m1!1sKM.+189+CARRETERA+QUE+CONDUCE+A+PUERTO+CHAMPERICO,+RETALHULEU!3m4!1s0x858e535773f9524d:0xb7f91344777bcb1!8m2!3d14.2974022!4d-91.9087026?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;3.652307692;1300;878;1276;24;3.535882353;1700;1275;1677;23;3.452142857;2800;1844;2782;18;9934
Retalhuleu;San Sebastian;14.56155444;-91.6488504;131;Puesto De Vacunacin Municipalidad San Sebastian;Municipalidad De San Sebastian;0;https://www.google.es/maps/place/Municipalidad/@14.5613935,-91.6510391,17z/data=!3m1!4b1!4m5!3m4!1s0x858eedd85d1d82a3:0x3f9d80c252116790!8m2!3d14.5613883!4d-91.6488504?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Viernes ;8:00 -23:00;4.316363636;1100;609;1083;17;4.007333333;1500;941;1476;24;3.020625;3200;2198;3182;18;9934
Retalhuleu;Retalhuleu;14.54443405;-91.67859354;132;Hospital de Retalhuleu;Instistuto Guatemalteco de Seguridad Social - Sede Retalhuleu, 11 Calle Retalhuleu, Guatemala;https://waze.com/ul?q=Instistuto%20Guatemalteco%20de%20Seguridad%20Social%20-%20Sede%20Retalhuleu%2011%20Calle%20Retalhuleu%20GT&navigate=yes;https://www.google.com/maps/dir//Instistuto+Guatemalteco+de+Seguridad+Social+-+Sede+Retalhuleu+11+Calle+Retalhuleu/@14.5440498,-91.678615,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858ef1e3b0b35a55:0xe9a3ea2f94e5ab14;Registro previo / A demanda;Afiliación + DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\34.svg;Lunes - Sabado;8:00 - 13:00;2.792941176;1700;1275;1678;22;4.623846154;1300;718;1279;21;3.020625;3200;2102;3175;25;9934
Sacatepequez;Alotenango;14.48617773;-90.80311782;133;4 Canton Campo El Calvario San Juan Alotenango Demanda;4 Canton Campo El Calvario San Juan Alotenango;0;https://www.google.es/maps/place/Alotenango/@14.4846611,-90.8133317,15z/data=!4m8!1m2!2m1!1s4+CANTON+CAMPO+EL+CALVARIO+SAN+JUAN+ALOTENANGO!3m4!1s0x858910914095ca71:0xf6c82a194b25b710!8m2!3d14.4855247!4d-90.8032181?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;3.302941176;1700;1121;1681;19;3.957058824;1700;1203;1683;17;4.362058824;3400;2374;3373;27;9934
